Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Luis Oliveira Cantareira,Gabriel Henrique,L,Pts: 6x4,SP Open,ABS,SF,2022
Luis Oliveira Cantareira,Sebastiao Bruno,W,Choke from back,Floripa WO,ABS,R1,2022
Luis Oliveira Cantareira,Cleyton Flores,W,Pts: 13x0,Floripa WO,ABS,4F,2022
Luis Oliveira Cantareira,Max Reis,W,Pts: 2x0,Grand Slam RJ,94KG,R1,2022
Luis Oliveira Cantareira,Marcos Carrozzino,W,Pts: 9x0,Grand Slam RJ,94KG,4F,2022
Luis Oliveira Cantareira,Gabriel Neto,W,RNC,SP Open,O100KG,SF,2022
Luis Oliveira Cantareira,Cleyton Flores,W,Choke from back,SP Open,O100KG,F,2022
Luis Oliveira Cantareira,Lucas Gualberto,W,Triangle,SP Open,ABS,R1,2022
Luis Oliveira Cantareira,Gabriel Queiroz,W,Armbar,SP Open,ABS,4F,2022
Luis Oliveira Cantareira,Davi Souza,W,Pts: 2x2,Rio BJJ Pro,120KG,SF,2022
Luis Oliveira Cantareira,Matheus Marques,W,Pts: 10x0,Rio BJJ Pro,120KG,F,2022
Luis Oliveira Cantareira,Pablo Campos,W,Pts: 14x0,South American,100KG,4F,2022
Luis Oliveira Cantareira,Vinicius Lessa,W,Pts: 2x0,South American,100KG,SF,2022
Luis Oliveira Cantareira,Rafael Message,W,Pts: 6x2,Balneario Open,100KG,SF,2022
Luis Oliveira Cantareira,Hiago Amaral,W,Arm in Ezekiel,Balneario Open,ABS,SF,2022
Luis Oliveira Cantareira,Marcus Ruiz,W,Pts: 4x4,Balneario Open,ABS,F,2022
Luis Oliveira Cantareira,Harryson Pereira,W,Pts: 9x0,Balneario Open,100KG,F,2022
Luiz Paulo,Lucas Protasio,L,Pts: 3x3,Grand Slam LDN,77KG,SF,2022
Luiz Paulo,Luiz Santos,L,DQ,Brasileiro,76KG,SF,2022
Luiz Paulo,Lucas Protasio,L,Pts: 1x1,Grand Slam RJ,77KG,F,2022
Luiz Paulo,Meyram Maquine,L,Pts: 0x0,BJJ Stars,76KG,SF,2022
Luiz Paulo,Victor Nithael,L,Pts: 6x5,WP Qualifier,77KG,4F,2022
Luiz Paulo,Marcelo Fausto,W,Pts: 2x1,Grand Slam LDN,77KG,4F,2022
Luiz Paulo,Adrian Sozisz,W,Pts: 4x2,Grand Slam LDN,77KG,RPC,2022
Luiz Paulo,Marcelo Fausto,W,Referee Decision,Grand Slam LDN,77KG,3RD,2022
Luiz Paulo,Leo Domingos,W,N/A,Brasileiro,76KG,R1,2022
Luiz Paulo,Lucas Valente,W,Pts: 6x0,Brasileiro,76KG,4F,2022
Luiz Paulo,Nathan Orchard,D,---,Polaris 20,ABS,RR,2022
Luiz Paulo,Nathan Orchard,D,---,Polaris 20,ABS,RR,2022
Luiz Paulo,Jon Blank,D,---,Polaris 20,ABS,RR,2022
Luiz Paulo,Jon Blank,D,---,Polaris 20,ABS,RR,2022
Luiz Paulo,Liam Alpang,W,Armbar,Honor Challenge,85KG,SPF,2022
Luiz Paulo,Lucas Dario,W,Pts: 6x0,Grand Slam RJ,77KG,R2,2022
Luiz Paulo,Elder Junior,W,Pts: 13x8,Grand Slam RJ,77KG,8F,2022
Luiz Paulo,Yan Lucas,W,Referee Decision,Grand Slam RJ,77KG,SF,2022
Luiz Paulo,Marlus Salgado,W,Pts: 2x2,North BRA Pro,77KG,SF,2022
Luiz Paulo,Pablo Lavaselli,W,Pts: 0x0,BJJ Stars,76KG,4F,2022
Luiz Paulo,Marco Aurelio,W,Submission,WP Qualifier,77KG,R1,2022
Mica Galvao,Carlos Andrade,W,Ezekiel,Curitiba Open,82KG,F,2022
Malachi Edmond,Lucas Pinheiro,L,Choke from back,Pan American,64KG,4F,2022
Malachi Edmond,Jordan Vaisman,L,Botinha,World Champ.,64KG,8F,2022
Malachi Edmond,Bebeto Oliveira,L,Pts: 2x2,Atlanta FO,64KG,F,2022
Malachi Edmond,Wesley Santos,W,Pts: 8x8,Pan American,64KG,R2,2022
Malachi Edmond,Isaias Higino,W,Points,Orlando SMO,64KG,SF,2022
Malachi Edmond,Aidan Collins,W,Cross choke,Atlanta FO,64KG,SF,2022
Mateus Rodrigues,Sean Coates,L,Triangle,World Champ.,88KG,R1,2022
Mateus Rodrigues,Sergio Rios,L,Clock choke,Phoenix Open,88KG,F,2022
Mateus Rodrigues,Rafael Feitosa,L,Pts: 2x2,Santa Cruz Open,88KG,F,2022
Mateus Rodrigues,Rafael Anjos,L,Referee Decision,Nashville Open,94KG,F,2022
Mateus Rodrigues,Angel Cicero,W,Pts: 6x0,Oklahoma Open,88KG,F,2022
Mateus Rodrigues,Rafael Anjos,W,Choke from back,LA Open,88KG,4F,2022
Mateus Rodrigues,Gabriel Almeida,W,Pts: 0x0,LA Open,88KG,F,2022
Mateus Rodrigues,Anaue Pavanello,W,Pts: 4x2,Santa Cruz Open,88KG,SF,2022
Mateus Rodrigues,Clay Mayfield,W,Pts: 2x0,Nashville Open,94KG,SF,2022
Mateus Rodrigues,Clay Mayfield,W,Pts: 16x0,Nashville Open,ABS,4F,2022
Mateus Rodrigues,Lucas Brito,W,Pts: 4x2,Nashville Open,ABS,SF,2022
Mateus Rodrigues,Chris Passarrello,W,Pts: 14x0,Nashville Open,ABS,F,2022
Matheus Costa,Uilton Moreira,L,No arm triangle,Rio WO,88KG,4F,2022
Matheus Diniz,Rider Zuchi,L,Pts: 4x2,World Champ.,94KG,4F,2022
Matheus Diniz,Jeferson Guaresi,W,Referee Decision,Charleston Open,94KG,SF,2022
Matheus Diniz,Lucas Lisboa,W,Pts: 0x0,Charleston Open,94KG,F,2022
Matheus Diniz,Lucas Lisboa,W,Choke from back,Pan American,94KG,R1,2022
Matheus Diniz,Adam Wardzinski,W,Pts: 3x0,Pan American,94KG,4F,2022
Matheus Diniz,Pedro Machado,W,Pts: 0x0,Pan American,94KG,SF,2022
Matheus Felipe,Yatan Bueno,L,Pts: 2x0,European Open,O100KG,4F,2022
Matheus Felipe,Fellipe Andrew,L,Triangle,European Open,ABS,SF,2022
Matheus Felipe,Bjorn Wallat,L,Referee Decision,Grand Slam LDN,120KG,4F,2022
Matheus Felipe,Wesley Caixet,W,Pts: 2x0,European Open,O100KG,R1,2022
Matheus Felipe,M. Bayraktar,W,Pts: 17x0,European Open,ABS,R1,2022
Matheus Felipe,Shane Fishman,W,Pts: 13x0,European Open,ABS,4F,2022
Matheus Felipe,Andrzej Iwat,W,Pts: 3x1,Grand Slam LDN,120KG,RPC,2022
Matheus Felipe,Bjorn Wallat,W,Submission,Grand Slam LDN,120KG,3RD,2022
Matheus Gabriel,Mica Galvao,L,Pts: 4x2,World Champ.,76KG,4F,2022
Matheus Gabriel,Kade Ruotolo,L,Referee Decision,One FC,77KG,SPF,2022
Matheus Gabriel,Arthur Detanico,W,Armbar,Houston Open,76KG,SF,2022
Matheus Gabriel,Fabricio Barbarotti,W,Armbar,Houston Open,76KG,F,2022
Matheus Gabriel,Alef Brito,W,Pts: 2x0,World Champ.,76KG,8F,2022
Matheus Gabriel,Carlos Mejia,W,Triangle,Austin SMO,76KG,SF,2022
Matheus Gabriel,Pablo Lavaselli,W,50/50 armbar,Austin SMO,76KG,F,2022
Matheus Gabriel,Lucas Wilhan,W,Armbar,Austin SMNGO,79KG,F,2022
Matheus Gabriel,Wallison Oliveira,W,Armbar,BJJ Stars,76KG,4F,2022
Matheus Gabriel,Israel Sousa,W,Pts: 4x2,BJJ Stars,76KG,SF,2022
Matheus Gabriel,Meyram Maquine,W,Pts: 2x0,BJJ Stars,76KG,F,2022
Matheus Godoy,Andy Murasaki,L,Armbar,Atlanta WO,ABS,4F,2022
Matheus Godoy,Guilherme Rocha,L,Referee Decision,Miami WO,ABS,4F,2022
Matheus Godoy,Rider Zuchi,L,Armbar,Pan American,94KG,R2,2022
Matheus Godoy,Enderson Dias,L,Points,Atlanta SPO,94KG,F,2022
Matheus Godoy,Fellipe Andrew,L,Katagatame,Grand Slam MIA,94KG,SF,2022
Matheus Godoy,Italo Costa,L,Pts: 2x1,Grand Slam MIA,94KG,RPC,2022
Matheus Godoy,Lucas Lisboa,L,Armbar,Miami FO,94KG,F,2022
Matheus Godoy,Eric Schlosser,L,N/A,Orlando SMO,100KG,F,2022
Matheus Godoy,Jae McIntosh,W,Guillotine,Atlanta WO,94KG,SF,2022
Matheus Godoy,Kristof Szucs,W,Referee Decision,Atlanta WO,94KG,F,2022
Matheus Godoy,Thiago Andrade,W,Choke from back,Pan American,94KG,R1,2022
Matheus Godoy,Thiago Saldanha,W,Pts: 2x0,Atlanta SPO,94KG,SF,2022
Matheus Godoy,Marlon Tanaka,W,Pts: 4x4,World Champ.,94KG,R1,2022
Matheus Godoy,Steve Johnson,W,Loop choke,Miami WO,100KG,F,2022
Matheus Godoy,Andre Porfirio,W,Pts: 5x4,Grand Slam MIA,94KG,4F,2022
Matheus Spirandeli,Bruno Lima,L,Pts: 0x0,European Open,88KG,SF,2022
Matheus Spirandeli,Isaque Bahiense,L,Referee Decision,World Champ.,88KG,4F,2022
Matheus Gabriel,Max Danrley,W,Armlock,Houston Open,76KG,4F,2022
Matheus Spirandeli,Taylor Pearman,W,Pts: 7x0,European Open,88KG,R2,2022
Matheus Spirandeli,Jamie Paxman,W,Armbar,European Open,88KG,4F,2022
Matheus Spirandeli,Felipe Silva,W,Katagatame,Brasileiro,88KG,4F,2022
Matheus Spirandeli,Wellington Luis,W,Choke from back,Brasileiro,88KG,SF,2022
Matheus Spirandeli,Rafael Paganini,W,Triangle,Brasileiro,88KG,F,2022
Matheus Spirandeli,Thiago Andrade,W,Choke from back,World Champ.,88KG,R1,2022
Matheus Spirandeli,Sean Coates,W,Triangle,World Champ.,88KG,8F,2022
Matheus Lima,Leonardo Mario,L,Triangle kimura,Grand Slam RJ,62KG,F,2022
Matheus Lima,Allan Teixeira,W,Armbar,Belem Pro,62KG,4F,2022
Matheus Lima,Matheus Silva,W,Pts: 5x2,Belem Pro,62KG,SF,2022
Matheus Lima,Jose Neto,W,Pts: 6x4,Belem Pro,62KG,F,2022
Matheus Lima,Jorge Nakamura,W,Triangle armlock,Grand Slam RJ,62KG,R1,2022
Matheus Lima,Jean Gomes,W,Choke from back,Grand Slam RJ,62KG,4F,2022
Matheus Lima,Jhonathan Ang.,W,Pts: 6x3,Grand Slam RJ,62KG,SF,2022
Matheus Lima,Gabriel Machado,W,Armbar,South American,70KG,R1,2022
Matheus Lima,Bernardo Oliveira,W,Armbar,South American,70KG,4F,2022
Matheus Lima,Joao Oliveira,W,Armbar,South American,70KG,SF,2022
Matheus Lima,Artur Oliveira,W,Armbar,South American,70KG,F,2022
Matheus Lima,Carlos Geovani,W,Armbar,Brasilia Open,70KG,SF,2022
Matheus Lima,Marcos Froede,W,Armbar,Brasilia Open,70KG,F,2022
Matheus Luna,Wallace Costa,L,Pts: 0x0,Pan American,ABS,R2,2022
Matheus Luna,Yan Lucas,L,Pts: 2x2,Pan American,88KG,4F,2022
Matheus Luna,Joao Cizeski,L,Points,Nashville Open,88KG,SF,2022
Matheus Luna,Alexander Trans,L,Pts: 9x0,Nashville Open,ABS,SF,2022
Matheus Luna,Austin Oranday,L,N/A,Nashville NGO,ABS,SF,2022
Matheus Luna,Bruno Lima,L,DQ,World Champ.,88KG,8F,2022
Matheus Luna,Marcos Tanaka,W,Katagatame,Pan American,ABS,R1,2022
Matheus Luna,Alexandre Santos,W,Choke from back,Pan American,88KG,R1,2022
Matheus Luna,Thomas Bracher,W,Points,Nashville Open,ABS,4F,2022
Matias Estevez,Yuta Shimada,L,Referee Decision,Indianapolis Open,70KG,SF,2022
Matias Estevez,Wilhiam Mateus,L,Pts: 5x2,Brasileiro,70KG,4F,2022
Matias Estevez,Pablo Lavaselli,L,Pts: 2x0,World Pro,69KG,SF,2022
Matias Estevez,Rene Lopez,W,Armbar,Dallas Open,70KG,4F,2022
Matias Estevez,Ismael Santos,W,Pts: 4x2,Dallas Open,70KG,SF,2022
Matias Estevez,Alef Lopez,W,Triangle,Dallas Open,70KG,F,2022
Matias Estevez,Charles Murdoch,W,Violin armlock,Indianapolis Open,70KG,4F,2022
Matias Estevez,Antonio Casarez,W,Choke from back,Charleston Open,70KG,4F,2022
Matias Estevez,Emilio Hernandez,W,Pts: 2x2,Charleston Open,70KG,SF,2022
Matias Estevez,Yuta Shimada,W,Referee Decision,Charleston Open,70KG,F,2022
Matias Estevez,Gabriel Neves,W,Omoplata,SA Cont. Pro,69KG,R1,2022
Matias Estevez,Marlus Salgado,W,Pts: 5x4,SA Cont. Pro,69KG,4F,2022
Matias Estevez,Daniel Lima,W,Kimura,SA Cont. Pro,69KG,SF,2022
Matias Estevez,Rommel Fernandes,W,Botinha,SA Cont. Pro,69KG,F,2022
Matias Estevez,Antonio Buchwald,W,Pts: 7x6,World Pro,69KG,R1,2022
Matias Estevez,Youngseung Cho,W,Pts: 9x5,World Pro,69KG,4F,2022
Matias Estevez,Ariel Tabak,W,Pts: 2x0,World Pro,69KG,RPC,2022
Matias Estevez,Viki Dabush,W,Submission,World Pro,69KG,3RD,2022
Matheus Godoy,Justin Primrose,W,N/A,Orlando SMO,100KG,SF,2022
Matt Leighton,Marcos Carrozzino,L,N/A,Indianapolis Open,100KG,F,2022
Marcelo Fausto,Espen Mathiesen,L,Pts: 4x4,European Open,76KG,F,2022
Marcelo Fausto,Luiz Paulo,L,Pts: 2x1,Grand Slam LDN,77KG,4F,2022
Marcelo Fausto,Luiz Paulo,L,Referee Decision,Grand Slam LDN,77KG,3RD,2022
Marcelo Fausto,Hugo Marques,L,Pts: 8x4,Pan American,76KG,R2,2022
Marcelo Fausto,Lucas Valente,L,Pts: 4x2,World Champ.,76KG,8F,2022
Marcelo Fausto,Hunter Colvin,D,---,Polaris 20,ABS,RR,2022
Marcelo Fausto,Romao Carvalho,L,Submission,ACB World NG,75KG,F,2022
Marcelo Fausto,Dinu Bucalet,W,Choke,All Stars,N/A,N/A,2022
Marcelo Fausto,Rafael Colonhese,W,Katagatame,All Stars,N/A,N/A,2022
Marcelo Fausto,Josh williams,W,Armbar,All Stars,N/A,N/A,2022
Marcelo Fausto,Ashley Williams,W,Points,All Stars,N/A,N/A,2022
Marcelo Fausto,Janis Riekstins,W,Points,All Stars,N/A,N/A,2022
Marcelo Fausto,Tomas Tovey,W,Botinha,All Stars,N/A,N/A,2022
Marcelo Fausto,Dinu Bucalet,W,Choke from back,European Open,76KG,4F,2022
Marcelo Fausto,Igor Feliz,W,Pts: 2x0,European Open,76KG,SF,2022
Marcelo Fausto,Antonio Silva,W,Choke from back,Grand Slam LDN,77KG,R1,2022
Marcelo Fausto,Natan Chueng,W,Pts: 4x2,Grand Slam LDN,77KG,RPC,2022
Marcelo Fausto,Geo Martinez,D,---,Polaris 20,ABS,RR,2022
Marcelo Fausto,Nick Ronan,D,---,Polaris 20,ABS,RR,2022
Marcelo Fausto,Mikhail Vasilenko,W,Submission,ACB World NG,75KG,SF,2022
Marcelo Fausto,Artur Prokopev,W,Submission,ACB World NG,LWA,4F,2022
Marcelo Fausto,Abubakar Khadaev,W,Submission,ACB World NG,LWA,SF,2022
Marcelo Fausto,Romao Carvalho,W,Submission,ACB World NG,LWA,F,2022
Mica Galvao,Sergio Soares,W,Ezekiel,World Champ.,76KG,8F,2022
Marcelo Gomide,Austin Baker,L,Choke from back,LA Open,O100KG,F,2022
Marcelo Gomide,Gabriel Lessa,L,Pts: 9x2,Rio Fall Open,100KG,SF,2022
Marcelo Gomide,Fellipe Andrew,L,Katagatame,Brasileiro,100KG,4F,2022
Marcelo Gomide,Joao Rangel,L,Pts: 2x2,Betim NGO,97KG,F,2022
Marcelo Gomide,Ariel Tabak,L,Points,Pan Pacific,ABS,F,2022
Marcelo Gomide,Pedro Elias,L,Pts: 2x0,Betim Open,100KG,F,2022
Marcelo Gomide,Thiago Andrade,W,Pts: 0x0,LA Open,O100KG,SF,2022
Marcelo Gomide,Antonio Zuazo,W,Pts: 4x0,LA NGO,97KG,SF,2022
Marcelo Gomide,Dominique Bell,W,Referee Decision,LA NGO,ABS,4F,2022
Marcelo Gomide,Jackson Douglas,W,Injury,LA NGO,ABS,SF,2022
Marcelo Gomide,Augusto Cesar,W,Choke from back,Rio Fall Open,100KG,4F,2022
Marcelo Gomide,Leonardo Andrade,W,Pts: 0x0,Brasileiro,100KG,R1,2022
Marcelo Gomide,Matheus Marques,W,Pts: 12x0,Betim Open,ABS,R1,2022
Marcelo Gomide,Icaro Vidal,W,Pts: 0x0,Betim Open,ABS,4F,2022
Marcelo Gomide,Cleyton Flores,W,Pts: 2x2,Betim Open,ABS,SF,2022
Marcelo Gomide,Gabriel Henrique,W,Pts: 0x0,Betim Open,ABS,F,2022
Marcelo Gomide,Joao Freitas,W,RNC,Betim NGO,97KG,SF,2022
Marcelo Gomide,Anton Mikenko,W,Points,Pan Pacific,O100KG,F,2022
Marcelo Gomide,Wanki Chae,W,Points,Pan Pacific,ABS,4F,2022
Natan Chueng,Carlos Faveta,W,Ezekiel,Rio SMO,82KG,R1,2022
Marcelo Gomide,Murilo Amaral,W,Adv,Pan Pacific,ABS,SF,2022
Marcelo Fausto,AJ Agazarm,W,Choke from back,European Open,76KG,R1,2022
Marcio Andre,Krysztof Suchora,W,Bow and arrow,European Open,76KG,R1,2022
Marcio Andre,Max Lindblad,W,Choke from back,European Open,76KG,4F,2022
Marcio Andre,M. Khatchikian,W,Triangle armbar,Phoenix Open,82KG,SF,2022
Marcio Andre,Daniel Diniz,W,Choke from back,Phoenix Open,82KG,F,2022
Gabriel Henrique Oliveira,Otavio Nalati,L,Bread cutter,Rio WO,ABS,SF,2022
Marcos Martins,Davi Souza,L,Referee Decision,Salvador Open,ABS,SF,2022
Marcos Martins,Jansen Gomes,L,Referee Decision,BJJ Stars,88KG,SPF,2022
Marcos Martins,Lucas Protasio,W,Guillotine,BJJ Stars,88KG,SPF,2022
Marcos Martins,Jose Neto,W,Triangle,Salvador Open,88KG,4F,2022
Marcos Martins,Sebastiao Batista,W,North south choke,Salvador Open,88KG,SF,2022
Marcos Martins,Eduardo Macedo,W,Pts: 11x4,Salvador Open,88KG,F,2022
Marcos Martins,Breno Guimaraes,W,Choke from back,Salvador Open,ABS,R1,2022
Marcos Martins,Sergio Diniz,W,Armbar,Salvador Open,ABS,4F,2022
Marcelo Gomide,Kelvin Cruz,W,Choke from back,Betim Open,100KG,SF,2022
Marcos Tinoco,Bradley Hill,L,Choke from back,Grand Slam LDN,85KG,8F,2022
Marcos Tinoco,Manuel Ribamar,L,Pts: 4x0,Grand Slam MIA,85KG,SF,2022
Marcos Tinoco,Enderson Dias,L,Pts: 4x3,Grand Slam MIA,85KG,RPC,2022
Marcos Tinoco,Pedro Cadete,W,Pts: 7x4,Grand Slam MIA,85KG,4F,2022
Marcus Beddor,Huthayfah Penney,L,Pts: 6x2,Pan American,64KG,R2,2022
Marcus Beddor,Rene Lopez,L,Pts: 4x4,Chicago SMO,64KG,SF,2022
Marcus Beddor,Bebeto Oliveira,L,Pts: 6x4,Atlanta FO,64KG,SF,2022
Marcus Beddor,Bebeto Oliveira,L,Triangle,Atlanta FNGO,61KG,F,2022
Marcus Phelan,Isaac Doederlein,L,Choke from back,European Open,70KG,4F,2022
Marcus Phelan,Romao Carvalho,L,Pts: 1x0,Grand Slam LDN,69KG,R1,2022
Marcus Phelan,Jakub Najdek,L,Points,Dublin NGO,79KG,SF,2022
Marcus Phelan,Fabricio Andrey,L,Pts: 2x0,World Champ.,70KG,8F,2022
Marcus Phelan,Elijah Dorsey,L,Armbar,Orlando SMO,76KG,SF,2022
Marcus Phelan,Lucas Rodrigues,L,Triangle,European NG,73KG,SF,2022
Marcus Phelan,Rhys Price,W,Choke from back,European Open,70KG,R1,2022
Marcus Phelan,Sam Sam,W,Pts: 12x0,BRUM Pro,77KG,F,2022
Marcus Phelan,Mark Gallivan,W,Submission,Grappling Ind.,ABS,RR,2022
Marcus Phelan,Jordan Scully,W,Submission,Grappling Ind.,ABS,RR,2022
Marcus Phelan,Darragh Higgins,W,Submission,Grappling Ind.,ABS,RR,2022
Marcus Phelan,Fraser Clarke,W,Submission,Grappling Ind.,ABS,RR,2022
Marcus Phelan,M. Kaczmarek,W,Submission,Grappling Ind.,ABS,RR,2022
Marcus Phelan,Haidar Abbas,W,Points,Dublin Open,76KG,SF,2022
Marcus Phelan,Manuel Aguilar,W,Pts: 14x0,Orlando SMO,76KG,4F,2022
Marcus Phelan,Christian Cevallos,W,Pts: 9x0,Orlando SMNGO,73KG,4F,2022
Marcus Phelan,Mauricio Gomez,W,Pts: 9x0,Orlando SMNGO,73KG,SF,2022
Marcus Phelan,Riku Hapulathi,W,RNC,European NG,73KG,R1,2022
Marcus Phelan,Tomoshigue Sera,W,Points,European NG,73KG,4F,2022
Marcus Phelan,Rotem Belker,W,N/A,Dublin NGO,73KG,F,2022
Marcus Ribeiro,Nicholas Meregali,L,Loop choke,Brasileiro,100KG,SF,2022
Marcus Ribeiro,Yatan Bueno,L,Pts: 5x0,Grand Slam RJ,120KG,F,2022
Marcus Ribeiro,Erich Munis,L,Triangle,World Champ.,100KG,SF,2022
Marcus Ribeiro,Tyrone Goncalves,W,Choke from back,Sul Brasileiro,ABS,4F,2022
Marcus Ribeiro,Rider Zuchi,W,RNC,Sul Brasileiro,ABS,SF,2022
Marcus Ribeiro,Clay Mayfield,W,Points,Pan American,ABS,R2,2022
Marcus Ribeiro,Marcos Carrozzino,W,Cross choke,Pan American,100KG,R1,2022
Marcus Ribeiro,Cleyton Flores,W,Pts: 15x0,Brasileiro,ABS,R1,2022
Marcus Ribeiro,Rafael Paganini,W,Pts: 0x0,Brasileiro,ABS,4F,2022
Marcus Ribeiro,Diogo Nascimento,W,Pts: 4x0,Brasileiro,ABS,SF,2022
Marcus Ribeiro,Devhonte Johnson,W,Choke from back,Pan American,100KG,4F,2022
Marcus Ribeiro,Wildemar Souza,W,Referee Decision,Brasileiro,100KG,4F,2022
Marcus Ribeiro,Lucasz Michalec,W,Choke from back,World Champ.,100KG,8F,2022
Marcus Ribeiro,Devhonte Johnson,W,Pts: 6x2,World Champ.,100KG,4F,2022
Marcus Ribeiro,Gabriel Azevedo,W,Armbar,Floripa WO,ABS,R1,2022
Marcus Ribeiro,Miguel Curi,W,Referee Decision,Floripa WO,ABS,4F,2022
Marcus Ribeiro,Luis Oliveira,W,Armbar,Floripa WO,ABS,SF,2022
Marcus Ribeiro,Gabriel Henrique,W,Pts: 7x0,Floripa WO,ABS,F,2022
Marcus Ribeiro,Diego Cardoso,W,Choke from back,Grand Slam RJ,120KG,R1,2022
Marcus Ribeiro,Felipe Bezerra,W,Choke from back,Grand Slam RJ,120KG,8F,2022
Marcus Ribeiro,Pedro Elias,W,Pts: 3x0,Grand Slam RJ,120KG,4F,2022
Marcus Ribeiro,Wallace Costa,W,Pts: 1x0,Grand Slam RJ,120KG,SF,2022
Marcus Ribeiro,Guilherme Gruber,W,Paper cutter choke,Curitiba SPO,O100KG,SF,2022
Marcus Ribeiro,Henrique Eyrof,W,Armbar,Curitiba SPO,O100KG,F,2022
Marcus Ribeiro,Vital Neto,W,Armbar,Curitiba SPO,ABS,SF,2022
Marcus Ribeiro,Pedro Henrik,W,Choke from back,Curitiba SPO,ABS,F,2022
Marcus Ribeiro,Henrique Eyroff,W,Mounted X choke,Floripa WO,100KG,SF,2022
Mariana Rolszt,Jessica Caroline,L,Pts: 0x0,Rio SMO,ABS,SF,2022
Mariana Rolszt,Mayssa Bastos,L,Choke from back,Brasileiro,49KG,F,2022
Mariana Rolszt,Jhenifer Aquino,L,Referee Decision,World Champ.,49KG,4F,2022
Mariana Rolszt,Amy Campo,L,N/A,American NGN,ABS,SF,2022
Mariana Rolszt,Rawanna Dasilva,L,Pts: 1x0,Grand Slam MIA,49KG,4F,2022
Mariana Rolszt,Duda Tozoni,L,Triangle armbar,Grand Slam MIA,49KG,RPC,2022
Mariana Rolszt,Jhenifer Aquino,L,Kimura,NoGi Worlds,46KG,SF,2022
Mariana Rolszt,Gessica Fhong,W,Choke from back,Rio SMO,ABS,4F,2022
Mariana Rolszt,Thais Loureiro,W,Armbar,BJJ Stars,49KG,SPF,2022
Mariana Rolszt,Thais Loureiro,W,Pts: 0x0,Brasileiro,49KG,SF,2022
Mariana Rolszt,Nora Mora,W,Armbar,F2W 209,N/A,SPF,2022
Mariana Rolszt,Iori Echigo,W,Pts: 4x0,JJ Con,49KG,F,2022
Margot Ciccarelli,Nathalie Ribeiro,L,Pts: 0x0,European Open,64KG,SF,2022
Margot Ciccarelli,Ffion Davies,L,Armbar,Pan American,64KG,SF,2022
Margot Ciccarelli,Ffion Davies,L,Pts: 7x0,World Champ.,64KG,SF,2022
Margot Ciccarelli,Ashley Bendle,W,Referee Decision,Polaris 19,65KG,SPF,2022
Margot Ciccarelli,Fernanda Figueiredo,W,Pts: 0x0,Pan American,64KG,4F,2022
Margot Ciccarelli,Ashley Nicole,W,Pts: 27x0,Atlanta SPO,64KG,SF,2022
Margot Ciccarelli,Hope Douglass,W,Referee Decision,Atlanta SPO,64KG,F,2022
Margot Ciccarelli,Erin Johnson,W,Pts: 14x0,World Champ.,64KG,8F,2022
Margot Ciccarelli,Luciane Santos,W,Pts: 4x0,World Champ.,64KG,4F,2022
Marcus Phelan,Ricky Semiglia,W,Armlock,Orlando SMNGO,73KG,F,2022
"Maria Eduarda ""Duda"" Tozoni",Gabriela Fechter,L,Pts: 0x0,Sul Brasileiro,53KG,F,2022
"Maria Eduarda ""Duda"" Tozoni",Mayssa Bastos,L,Choke from back,European Open,53KG,SF,2022
"Maria Eduarda ""Duda"" Tozoni",Jessica Caroline,L,Pts: 2x2,Curitiba Open,53KG,F,2022
"Maria Eduarda ""Duda"" Tozoni",Fernanda Mazzelli,L,Americana,Curitiba Open,ABS,4F,2022
"Maria Eduarda ""Duda"" Tozoni",Mayssa Bastos,L,Pts: 11x0,Brasileiro,49KG,SF,2022
"Maria Eduarda ""Duda"" Tozoni",Jessica Caroline,L,Pts: 9x7,Grand Slam RJ,49KG,4F,2022
"Maria Eduarda ""Duda"" Tozoni",Thamires Aquino,L,Pts: 5x4,Grand Slam MIA,49KG,SF,2022
"Maria Eduarda ""Duda"" Tozoni",Jessica Caroline,L,Botinha,WP Qualifier,49KG,RR,2022
"Maria Eduarda ""Duda"" Tozoni",Diana Teixeira,L,Points,WP Qualifier,49KG,RR,2022
"Maria Eduarda ""Duda"" Tozoni",Thauany Xavier,W,Pts: 4x4,Sul Brasileiro,53KG,SF,2022
"Maria Eduarda ""Duda"" Tozoni",Jazmin Hamuy,W,Triangle armbar,SA Cont. Pro,49KG,RR,2022
"Maria Eduarda ""Duda"" Tozoni",B. Silva,W,Pts: 5x2,SA Cont. Pro,49KG,RR,2022
"Maria Eduarda ""Duda"" Tozoni",Sandra Ximena,W,Armbar,Grand Slam RJ,49KG,R1,2022
"Maria Eduarda ""Duda"" Tozoni",Julia Balmante,W,Pts: 2x0,Grand Slam RJ,49KG,SPF,2022
"Maria Eduarda ""Duda"" Tozoni",Diana Teixeira,W,Choke from back,Grand Slam RJ,49KG,SPF,2022
"Maria Eduarda ""Duda"" Tozoni",Maria Sousa,W,Pts: 4x3,Grand Slam RJ,49KG,3RD,2022
"Maria Eduarda ""Duda"" Tozoni",Mariana Rolszt,W,Triangle armbar,Grand Slam MIA,49KG,RPC,2022
"Maria Eduarda ""Duda"" Tozoni",Rawanna Dasilva,W,Triangle armbar,Grand Slam MIA,49KG,3RD,2022
Mason Fowler,Mica Galvao,D,---,Polaris 20,ABS,RR,2022
Mason Fowler,Chris Shahgholi,W,Triangle,RSC Promo.,N/A,SPF,2022
