Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year,Decided by Points,Point Diff
Levi Jones-Leary,Julio Pereira,W,Choke from back,Atlanta SPO,82,4F,2022,0.0,
Levi Jones-Leary,Clay Mayfield,W,8x5,Atlanta SPO,82,SF,2022,1.0,3.0
Levi Jones-Leary,Robert Dunn,W,Tarikoplata,Atlanta SPO,ABS,R1,2022,0.0,
Levi Jones-Leary,Carlos Neto,W,2x0,Atlanta SPO,ABS,4F,2022,1.0,2.0
Levi Jones-Leary,Michael Backman,W,20x0,Chicago SPO,82,F,2022,1.0,20.0
Levi Jones-Leary,Celso Reis,W,,Houston Open,82,4F,2022,0.0,
Levi Jones-Leary,Clay Mayfield,W,,Houston Open,82,SF,2022,0.0,
Levi Jones-Leary,Natan Chueng,W,2x0,World Champ.,76,8F,2022,1.0,2.0
Levi Jones-Leary,Rodrigo Tatu,W,6x0,EUG 4,82,4F,2022,1.0,6.0
Levi Jones-Leary,Manuel Ribamar,W,Referee Decision,EUG 4,82,SF,2022,0.0,
Levi Jones-Leary,Andre Gois,W,2x2,Washington DCO,88,F,2022,1.0,0.0
Levi Jones-Leary,Leo Silva,W,2x0,Grand Slam MIA,77,4F,2022,1.0,2.0
Lívio Ribeiro,Matheus Fonseca,W,DQ,N. Orleans Open,57,F,2022,0.0,
Lívio Ribeiro,Matheus Magalhaes,W,Points,Indianapolis Open,64,SF,2022,1.0,
Lívio Ribeiro,Aidan Collins,W,Points,Boise Open,64,F,2022,1.0,
Lívio Ribeiro,Michael Alvarez,W,4x2,Denver Open,64,SF,2022,1.0,2.0
Lívio Ribeiro,Ram Ananda,W,Triangle,Denver Open,64,F,2022,0.0,
Lívio Ribeiro,John Rodrigues,W,Submission,Phoenix Open,70,4F,2022,0.0,
Lívio Ribeiro,Aidan Collins,W,Armbar,Phoenix Open,70,SF,2022,0.0,
Lívio Ribeiro,Evgueny Metchenov,W,Triangle,Twin Cities Open,64,RR,2022,0.0,
Lívio Ribeiro,Luis Pinto,W,Armbar,Twin Cities Open,64,F,2022,0.0,
Luca Anacoreta,Bruno Lima,L,4x0,European Open,88,4F,2022,1.0,4.0
Luca Anacoreta,Espen Mathiesen,L,Choke from back,Polaris,85,SPF,2022,0.0,
Luca Anacoreta,Fabio Pititto,W,North south choke,Pistoia Challenge,,,2022,0.0,
Leonardo Lara,Mathias Luna,L,2x0,Pan American,82,4F,2022,1.0,2.0
Leonardo Lara,Lucas Barbosa,L,Armbar,BJJ Stars,83,SF,2022,0.0,
Leonardo Lara,Andy Murasaki,L,6x0,World Champ.,82,4F,2022,1.0,6.0
Leonardo Lara,Celso Filho,W,Wristlock,Pan American,82,R1,2022,0.0,
Leonardo Lara,Wallisson Oliveira,W,5x2,BJJ Stars,83,4F,2022,1.0,3.0
Leonardo Lara,Felipe Cesar,W,Choke,World Champ.,82,8F,2022,0.0,
Leonardo Mario,Oziel Santos,W,Omoplata choke,Betim Open,64,SF,2022,0.0,
Leonardo Mario,Welerson Goncalves,W,Arm in Ezekiel,Betim Open,64,F,2022,0.0,
Leonardo Mario,Nathannael Fernandes,W,3x2,Grand Slam RJ,62,R1,2022,1.0,1.0
Leonardo Mario,Ariel Magalhaes,W,3x0,Grand Slam RJ,62,4F,2022,1.0,3.0
Leonardo Mario,Ronald Dias,W,3x2,Grand Slam RJ,62,SF,2022,1.0,1.0
Leonardo Mario,Matheus Lima,W,Triangle kimura,Grand Slam RJ,62,F,2022,0.0,
Leonardo Mario,Baylor Chaves,W,Choke from back,South American,64,4F,2022,0.0,
Leonardo Mario,Rodrigo Barbosa,W,Triangle,South American,64,SF,2022,0.0,
Leonardo Mario,Ronald Alves,W,8x6,South American,64,F,2022,1.0,2.0
Leonardo Saggioro,Fabricio Andrey,L,Triangle armlock,Grand Slam LDN,69,SF,2022,0.0,
Leonardo Saggioro,Rommel Fernandes,L,Armbar,SA Cont. Pro,69,SF,2022,0.0,
Leonardo Saggioro,Alex Sodre,L,3x0,Grand Slam AD,69,4F,2022,1.0,3.0
Leonardo Saggioro,Victor Nithael,L,3x3,Grand Slam RJ,69,4F,2022,1.0,0.0
Leonardo Mario,Jesse Araujo,W,Adv,Rio WO,64,SF,2022,0.0,
Leonardo Saggioro,Willan Oliveira,W,Choke from back,Guarapari Pro,69,4F,2022,0.0,
Leonardo Saggioro,Alisson Silva,W,Choke from back,Guarapari Pro,69,SF,2022,0.0,
Leonardo Saggioro,Marcelo Faria,W,Katagatame,Guarapari Pro,69,F,2022,0.0,
Leonardo Saggioro,Israel Nascimento,W,3x2,Grand Slam LDN,69,4F,2022,1.0,1.0
Leonardo Saggioro,Leandro Lima,W,1x0,Grand Slam LDN,69,RR,2022,1.0,1.0
Leonardo Saggioro,Romao Carvalho,W,6x2,Grand Slam LDN,69,3RD,2022,1.0,4.0
Leonardo Saggioro,Felipe Negochadle,W,9x0,SA Cont. Pro,69,4F,2022,1.0,9.0
Leonardo Saggioro,Matheus Onda,W,RNC,Grand Slam RJ,69,R1,2022,0.0,
Leonardo Saggioro,Joao Oliveira,W,2x0,Grand Slam RJ,69,8F,2022,1.0,2.0
Leonardo Silva,Kennedy Maciel,L,0x0,Miami WO,76,SF,2022,1.0,0.0
Leonardo Silva,Suraj Budhram,L,4x2,Miami WO,ABS,4F,2022,1.0,2.0
Leonardo Silva,Rodrigo Gortari,L,0x0,Charleston Open,76,SF,2022,1.0,0.0
Leonardo Silva,Lucas Valente,L,4x2,World Champ.,76,4F,2022,1.0,2.0
Leonardo Silva,Levi Jones,L,2x0,Grand Slam MIA,77,4F,2022,1.0,2.0
Leonardo Silva,Eduardo Roque,L,4x2,Miami FO,76,SF,2022,1.0,2.0
Leonardo Silva,Carlos Henrique,L,Armbar,Waco Open,76,SF,2022,0.0,
Leonardo Silva,Carlos Henrique,L,0x0,Waco Open,ABS,R1,2022,1.0,0.0
Leonardo Silva,Matheus Galvao,L,0x0,Waco NGO,79,SF,2022,1.0,0.0
Leonardo Silva,Pablo Lavaselli,L,Referee Decision,Waco NGO,79,SF,2022,0.0,
Leonardo Silva,Alexandre Molinaro,W,2x2,World Champ.,76,R1,2022,1.0,0.0
Leonardo Silva,Pablo Lavaselli,W,DQ,World Champ.,76,8F,2022,0.0,
Leonardo Silva,Breno Maciel,W,2x1,Grand Slam MIA,77,R1,2022,1.0,1.0
Leonardo Silva,Vinicius Reis,W,1x1,Grand Slam MIA,77,RPC,2022,1.0,0.0
Luan Azevedo,Igor Schneider,L,Points,Austin SMO,ABS,SF,2022,1.0,
Luan Azevedo,Filipe Pimentel,W,4x0,Austin SMO,94,F,2022,1.0,4.0
Matheus Godoy,Dimitrius Souza,L,Choke from back,World Champ.,94,8F,2022,0.0,
Luan Carvalho,Jansen Gomes,L,2x0,Brasileiro NoGi,85,SF,2022,1.0,2.0
Luan Carvalho,Marcello Lemelle,L,3x0,AJP SA Team,85,RR,2022,1.0,3.0
Luan Carvalho,Richard Fernandes,W,RNC,AJP SA Team,85,3RD,2022,0.0,
Lucas Alves,Paulo Boareto,L,6x6,Rio Fall Open,82,R1,2022,1.0,0.0
Lucas Alves,Anselmo Gomes,L,0x0,Salvador Open,76,4F,2022,1.0,0.0
Lucas Alves,Wellington Luis,L,4x2,Grand Slam RJ,85,8F,2022,1.0,2.0
Lucas Alves,Pierpaolo Chiappe,L,,Brasileiro NoGi,79,4F,2022,0.0,
Lucas Alves,Reyson Lima,L,,Curitiba SPO,88,SF,2022,0.0,
Lucas Alves,Lucas Laet,L,Armbar,South American,88,R1,2022,0.0,
Lucas Alves,Breno Silva,W,Armbar,Salvador Open,76,R1,2022,0.0,
Lucas Alves,Lionel Bareiro,W,5x1,Grand Slam RJ,85,R1,2022,1.0,4.0
Lucas Alves,Felipe Lucas,W,Guillotine,Brasileiro NoGi,79,R1,2022,0.0,
Lucas Alves,Mauro Freitas,W,Short choke,Curitiba SPNG,ABS,SF,2022,0.0,
Lucas Alves,Leon Stavola,W,Short choke,Curitiba SPNG,ABS,F,2022,0.0,
Lucas Gualberto,Uanderson Ferreira,L,2x1,King of Mats,85,RR,2022,1.0,1.0
Lucas Gualberto,Tommy Langaker,L,3x0,King of Mats,85,SF,2022,1.0,3.0
Lucas Gualberto,Natan Chueng,L,Referee Decision,King of Mats,85,3RD,2022,0.0,
Lucas Gualberto,Caio Viturino,L,2x2,Grand Slam LDN,85,8F,2022,1.0,0.0
Lucas Gualberto,Kevin Mahecha,L,0x0,Pan American,76,R1,2022,1.0,0.0
Lucas Gualberto,Vitor Oliveira,L,5x0,Brasileiro,76,4F,2022,1.0,5.0
Lucas Gualberto,Yan Lucas,L,0x0,World Champ.,82,R1,2022,1.0,0.0
Lucas Gualberto,Alexandre Jesus,L,3x0,EUG 4,82,4F,2022,1.0,3.0
Lucas Gualberto,Jansen Gomes,L,3x0,Grand Slam RJ,85,R1,2022,1.0,3.0
Lucas Gualberto,Francisco Lo,L,Triangle,SP Open,82,F,2022,0.0,
Lucas Gualberto,Luis Oliveira,L,Triangle,SP Open,ABS,R1,2022,0.0,
Lucas Gualberto,Guilherme Rocha,W,Referee Decision,King of Mats,85,RR,2022,0.0,
Lucas Gualberto,Elder Gomes,W,6x4,SP Open,82,R1,2022,1.0,2.0
Lucas Gualberto,Christian Barbosa,W,Armbar,SP Open,82,R2,2022,0.0,
Lucas Gualberto,Leonardo Oliveira,W,Choke from back,SP Open,82,4F,2022,0.0,
Lucas Gualberto,Raul Basilio,W,Referee Decision,SP Open,82,SF,2022,0.0,
Lucas Gualberto,Luis Ribas,W,2x0,S Paulo NGO,79,F,2022,1.0,2.0
Lucas Gualberto,Leonardo Mayworm,W,0x0,Balneario Open,88,4F,2022,1.0,0.0
Lucas Gualberto,Vital Santos,W,Referee Decision,Balneario Open,88,SF,2022,0.0,
Lucas Gualberto,Yuri Rodrigues,W,5x2,Balneario Open,88,F,2022,1.0,3.0
Lucas Lisboa,Horlando Monteiro,L,6x2,Austin WO,94,SF,2022,1.0,4.0
Lucas Lisboa,Jonnatas Gracie,L,2x2,Atlanta WO,ABS,SF,2022,1.0,0.0
Lucas Lisboa,Jansen Gomes,L,Referee Decision,N. Orleans Open,94,SF,2022,0.0,
Lucas Lisboa,Kennedy Maciel,L,0x0,Miami WO,ABS,4F,2022,1.0,0.0
Lucas Lisboa,Austin Oranday,L,Points,Dallas Open,ABS,R1,2022,1.0,
Lucas Lisboa,Matheus Diniz,L,0x0,Charleston Open,94,F,2022,1.0,0.0
Lucas Lisboa,Fellipe Trovo,L,RNC,Pan American,ABS,R2,2022,0.0,
Lucas Lisboa,Matheus Diniz,L,Choke from back,Pan American,94,R1,2022,0.0,
Lucas Lisboa,Marlon Ferreira,L,6x4,Atlanta SPO,88,4F,2022,1.0,2.0
Lucas Lisboa,Sebastian Rodriguez,L,Armbar,Atlanta SPO,ABS,4F,2022,0.0,
Lucas Lisboa,Lucas Norat,L,Choke from back,World Champ.,94,R1,2022,0.0,
Lucas Lisboa,Andre Porfirio,L,8x7,Grand Slam MIA,94,RPC,2022,1.0,1.0
Lucas Lisboa,Bruno Matias,L,,Houston FO,88,SF,2022,0.0,
Lucas Lisboa,Orlando Baccino,W,Choke from back,Atlanta WO,ABS,4F,2022,0.0,
Lucas Lisboa,Mo Asbahi,W,Armbar,Dallas Open,94,4F,2022,0.0,
Lucas Lisboa,Juan Romero,W,4x2,Charleston Open,94,SF,2022,1.0,2.0
Lucas Lisboa,Wildemar Matheus,W,Referee Decision,Pan American,ABS,R1,2022,0.0,
Lucas Lisboa,Jae McIntosh,W,11x2,Atlanta SPO,ABS,R1,2022,1.0,9.0
Lucas Lisboa,Marlon Tanaka,W,RNC,N. Orleans SMO,94,F,2022,0.0,
Lucas Lisboa,Theodore Sanders,W,Armbar,Chicago SMO,94,F,2022,0.0,
Lucas Lisboa,Italo Costa,W,6x3,Grand Slam MIA,94,4F,2022,1.0,3.0
Lucas Lisboa,Angelo Claiborne,W,Referee Decision,Atlanta FO,88,F,2022,0.0,
Lucas Lisboa,Matheus Godoy,W,Armbar,Miami FO,94,F,2022,0.0,
Lucas Barbosa,Mica Galvao,L,Bow and arrow,BJJ Stars,83,F,2022,0.0,
Lucas Alves,Francisco Lo,L,Armlock,S Paulo NGO,85,4F,2022,0.0,
Lucas Barbosa,Naser Albreiki,W,Kimura,President Cup,,,2022,0.0,
Lucas Barbosa,Saif Mohammad,W,6x0,President Cup,,,2022,1.0,6.0
Lucas Barbosa,Roberto Jimenez,W,2x0,BJJ Stars,83,4F,2022,1.0,2.0
Lucas Barbosa,Leonardo Lara,W,Armbar,BJJ Stars,83,SF,2022,0.0,
Lucas Barbosa,Dory Aoun,W,Referee Decision,SUBVERSIV 7,83,4F,2022,0.0,
Lucas Barbosa,Giancarlo Bodoni,W,Referee Decision,SUBVERSIV 7,83,F,2022,0.0,
Lucas Barbosa,Thomas Bracher,W,Shoulder lock,RAW 2,86,SPF,2022,0.0,
Lucas Pinheiro,Yuta Shimada,L,Crucifix choke,Oklahoma Open,70,F,2022,0.0,
Lucas Pinheiro,Davi Cabral,L,Points,Oklahoma Open,ABS,F,2022,1.0,
Lucas Pinheiro,Keven Carrasco,L,2x0,Dallas Open,64,F,2022,1.0,2.0
Lucas Pinheiro,Meyram Maquine,L,7x2,Pan American,64,F,2022,1.0,5.0
Lucas Pinheiro,Meyram Maquine,L,DQ,King of Mats,69,SF,2022,0.0,
Lucas Pinheiro,Alex Sodre,L,2x1,King of Mats,69,3RD,2022,1.0,1.0
Lucas Pinheiro,Hiago George,L,5x1,Grand Slam AD,62,F,2022,1.0,4.0
Lucas Pinheiro,Gabriel Gaudio,W,7x2,Oklahoma Open,70,SF,2022,1.0,5.0
Lucas Pinheiro,Jonathan Andrew,W,Points,Oklahoma Open,ABS,4F,2022,1.0,
Lucas Pinheiro,Angel Cicero,W,Points,Oklahoma Open,ABS,SF,2022,1.0,
Lucas Pinheiro,Estevan Martinez,W,Referee Decision,F2W 195,,SPF,2022,0.0,
Lucas Pinheiro,Matheus Azancot,W,21x0,Dallas Open,64,4F,2022,1.0,21.0
Lucas Pinheiro,Vinny Saenz,W,Violin armlock,Dallas Open,64,SF,2022,0.0,
Lucas Pinheiro,Joao Figueiredo,W,0x0,LA Open,64,SF,2022,1.0,0.0
Lucas Pinheiro,Roiter Lima,W,4x2,LA Open,64,F,2022,1.0,2.0
Lucas Pinheiro,Suraj Budhram,W,6x2,Pan American,64,R2,2022,1.0,4.0
Lucas Pinheiro,Malachi Edmond,W,Choke from back,Pan American,64,4F,2022,0.0,
Lucas Pinheiro,Hiago George,W,Botinha,Pan American,64,SF,2022,0.0,
Lucas Pinheiro,Omar AlFadhli,W,1x0,King of Mats,69,RR,2022,1.0,1.0
Lucas Pinheiro,Yuri Hendrex,W,7x0,Grand Slam AD,62,4F,2022,1.0,7.0
Lucas Pinheiro,Andrew Soares,W,2x0,Grand Slam AD,62,SF,2022,1.0,2.0
Lucas Pinheiro,Roiter Lima,W,8x2,World Champ.,64,8F,2022,1.0,6.0
Lucas Pinheiro,Jonas Fragoso,W,Katagatame,Brasileiro NoGi,61,4F,2022,0.0,
Lucas Pinheiro,Leonardo Souza,W,13x0,Brasileiro NoGi,61,SF,2022,1.0,13.0
Lucas Pinheiro,Felipe Machado,W,4x0,Brasileiro NoGi,61,F,2022,1.0,4.0
Lucas Pinheiro,Changhun Kim,W,Choke from back,Rome Open,64,F,2022,0.0,
Lucas Pinheiro,Lucas Feitosa,W,Triangle,European NG,61,SF,2022,0.0,
Lucas Pinheiro,Daniel Groot,W,7x0,European NG,61,F,2022,1.0,7.0
Lucas Pinheiro,Tomoyuki Hashimoto,W,2x0,NoGi Worlds,61,4F,2022,1.0,2.0
Lucas Pinheiro,Junny Ocasio,W,7x0,NoGi Worlds,61,SF,2022,1.0,7.0
Lucas Pinheiro,Bebeto Oliveira,W,0x0,NoGi Worlds,61,F,2022,1.0,0.0
Lucas Protasio,Roberto Jimenez,L,RNC,Rio SMNGO,79,R1,2022,0.0,
Lucas Protasio,Pedro Alex,L,Points,Rio SMNGO,ABS,SF,2022,1.0,
Lucas Protasio,Espen Mathiesen,L,2x2,European Open,76,4F,2022,1.0,0.0
Lucas Protasio,Marcos Martins,L,Guillotine,BJJ Stars,88,SPF,2022,0.0,
Lucas Protasio,Pablo Lavaselli,L,3x0,SA Cont. Pro,77,F,2022,1.0,3.0
Lucas Protasio,Andre Cantanhede,L,3x1,Grand Slam AD,77,4F,2022,1.0,2.0
Lucas Protasio,Jadson Araujo,W,8x0,Rio SMO,76,R1,2022,1.0,8.0
Lucas Protasio,Leo Domingos,W,Armbar,Rio SMO,76,4F,2022,0.0,
Lucas Protasio,Vitor Sotini,W,9x0,Rio SMO,76,SF,2022,1.0,9.0
Lucas Protasio,Victor Nithael,W,RNC,Rio SMO,76,F,2022,0.0,
Lucas Protasio,Diogo Oliveira,W,3x2,Rio SMNGO,ABS,4F,2022,1.0,1.0
Lucas Protasio,Gyula Szabo,W,2x0,European Open,76,R2,2022,1.0,2.0
Lucas Protasio,Kevin Enz,W,8x2,Amsterdam Pro,77,4F,2022,1.0,6.0
Lucas Protasio,A. Buchwald,W,5x1,Amsterdam Pro,77,SF,2022,1.0,4.0
Lucas Protasio,Ellis Younger,W,1x0,Amsterdam Pro,77,F,2022,1.0,1.0
Lucas Protasio,Gyula Szabo,W,2x0,Grand Slam LDN,77,R1,2022,1.0,2.0
Lucas Protasio,Israel Sousa,W,4x4,Grand Slam LDN,77,4F,2022,1.0,0.0
Lucas Protasio,Luiz Paulo,W,3x3,Grand Slam LDN,77,SF,2022,1.0,0.0
Lucas Protasio,Ademir Barreto,W,9x2,Grand Slam LDN,77,F,2022,1.0,7.0
Lucas Protasio,Diego Vivaldo,W,7x2,SA Cont. Pro,77,4F,2022,1.0,5.0
Lucas Protasio,Vitor Sotini,W,2x0,SA Cont. Pro,77,SF,2022,1.0,2.0
Lucas Protasio,Tiago Bravo,W,5x1,Grand Slam AD,77,RPC,2022,1.0,4.0
Lucas Protasio,Adriano Araujo,W,8x7,Grand Slam AD,77,3RD,2022,1.0,1.0
Lucas Protasio,K. Suchorabski,W,3x2,Hungary Pro,76,SF,2022,1.0,1.0
Lucas Protasio,Gyula Szabo,W,3x0,Hungary Pro,76,F,2022,1.0,3.0
Lucas Protasio,Ygor Rodrigues,W,3x0,Grand Slam RJ,77,R2,2022,1.0,3.0
Lucas Protasio,Murilo Mota,W,1x0,Grand Slam RJ,77,8F,2022,1.0,1.0
Lucas Protasio,Luiz Santos,W,2x1,Grand Slam RJ,77,4F,2022,1.0,1.0
Lucas Protasio,Natan Chueng,W,1x0,Grand Slam RJ,77,SF,2022,1.0,1.0
Lucas Protasio,Luiz Paulo,W,1x1,Grand Slam RJ,77,F,2022,1.0,0.0
Lucas Protasio,Ben Moyal,W,4x1,EU Cont Pro,77,RR,2022,1.0,3.0
Lucas Protasio,Ben Moyal,W,9x0,EU Cont Pro,77,RR,2022,1.0,9.0
Lucas Protasio,Zubair Doty,W,Armbar,UAE Nat Pro,77,4F,2022,0.0,
Lucas Protasio,Yago Souza,W,9x0,UAE Nat Pro,77,SF,2022,1.0,9.0
Lucas Protasio,Adriano Araujo,W,6x0,UAE Nat Pro,77,F,2022,1.0,6.0
Lucas Protasio,Iago Carvalho,W,7x1,Asia Pro,77,4F,2022,1.0,6.0
Lucas Protasio,Jonatham Silva,W,Botinha,Asia Pro,77,SF,2022,0.0,
Lucas Protasio,Andre Cantanhede,W,3x0,Asia Pro,77,F,2022,1.0,3.0
Lucas Protasio,C. Belegratis,W,12x0,NoGi GP Rome,77,SF,2022,1.0,12.0
Lucas Protasio,Ali Monfaradi,W,13x7,NoGi GP Rome,77,F,2022,1.0,6.0
Lucas Protasio,Caio Silva,W,,South American,82,R1,2022,0.0,
Lucas Protasio,Gabriel Machado,W,2x0,South American,82,4F,2022,1.0,2.0
Lucas Protasio,Luiz Santos,W,0x0,South American,82,SF,2022,1.0,0.0
Lucas Protasio,Elder Gomes,W,DQ,South American,82,F,2022,0.0,
Lucas Protasio,Nartay Kazhekov,W,7x4,World Pro,77,8F,2022,1.0,3.0
Lucas Protasio,Islam Mamilov,W,3x0,World Pro,77,4F,2022,1.0,3.0
Lucas Protasio,Andre Cantanhede,W,4x2,World Pro,77,SF,2022,1.0,2.0
Lucas Protasio,Max Lindblad,W,1x0,World Pro,77,F,2022,1.0,1.0
Lucas Protasio,Bruno Gambim,W,Choke from back,Balneario Open,82,4F,2022,0.0,
Lucas Protasio,Leandro Lima,W,3x0,Balneario Open,82,SF,2022,1.0,3.0
Lucas Protasio,Pedro Maia,W,0x0,Balneario Open,82,F,2022,1.0,0.0
Lucas Rodrigues,Sebastian Palmdahl,W,17x0,BJJ Nation,,SPF,2022,1.0,17.0
Lucas Rodrigues,Gabriel Azevedo,W,Triangle,Floripa WO,70,4F,2022,0.0,
Lucas Rodrigues,Carlos Eduardo,W,Choke from back,Floripa WO,70,SF,2022,0.0,
Lucas Rodrigues,Rafael Nascimento,W,12x2,Floripa WO,70,F,2022,1.0,10.0
Lucas Rodrigues,Aleksandr Cassen,W,RNC,Finnish open,,4F,2022,0.0,
Lucas Rodrigues,Kim Lipsanen,W,Armbar,Finnish open,,SF,2022,0.0,
Lucas Rodrigues,Roni Silvennoimen,W,Armbar,Finnish open,,F,2022,0.0,
Lucas Rodrigues,Ben Thompson,W,Armbar,London FO,76,4F,2022,0.0,
Lucas Rodrigues,Sean White,W,Cross choke,London FO,76,SF,2022,0.0,
Lucas Rodrigues,Leon Larman,W,2x2,London FO,76,F,2022,1.0,0.0
Lucas Rodrigues,Hanhee Kim,W,Triangle armlock,European NG,73,R1,2022,0.0,
Lucas Rodrigues,Romao Carvalho,W,Guillotine,European NG,73,4F,2022,0.0,
Lucas Rodrigues,Marcus Phelan,W,Triangle,European NG,73,SF,2022,0.0,
Lucas Norat,Dominique Bell,L,2x0,LA Open,94,SF,2022,1.0,2.0
Lucas Norat,Adam Wardzinski,L,Armbar,Pan American,94,R2,2022,0.0,
Lucas Norat,Pedro Machado,L,Armbar,Denver Open,94,SF,2022,0.0,
Lucas Norat,Fellipe Trovo,L,Triangle,Denver Open,ABS,4F,2022,0.0,
Lucas Norat,Adam Wardzinski,L,9x0,World Champ.,94,8F,2022,1.0,9.0
Lucas Norat,Thiago Saldanha,L,2x0,Phoenix Open,94,F,2022,1.0,2.0
Lucas Norat,Fellipe Andrew,L,Violin armlock,Phoenix Open,ABS,F,2022,0.0,
Lucas Norat,Fellipe Trovo,L,Verbal tap,NoGi Worlds,91,F,2022,0.0,
Lucas Norat,Fellipe Andrew,L,Katagatame,Boise Open,100,F,2022,0.0,
Lucas Norat,Victor Lopes,W,Injury,Pan American,94,R1,2022,0.0,
Lucas Norat,Lucas Lisboa,W,Choke from back,World Champ.,94,R1,2022,0.0,
Lucas Norat,Thiago Andrade,W,Referee Decision,Phoenix Open,94,SF,2022,0.0,
Lucas Norat,Daniel Hampton,W,Points,Phoenix Open,ABS,R1,2022,1.0,
Lucas Norat,Emilio Hernandez,W,4x0,Phoenix Open,ABS,4F,2022,1.0,4.0
Lucas Norat,Austin Baker,W,2x2,Phoenix Open,ABS,SF,2022,1.0,0.0
Lucas Norat,Jose Munoz,W,2x0,Phoenix NGO,97,SF,2022,1.0,2.0
Lucas Valente,Luiz Paulo,L,6x0,Brasileiro,76,4F,2022,1.0,6.0
Lucas Valente,Tye Ruotolo,L,4x0,World Champ.,76,SF,2022,1.0,4.0
Lucas Valente,Daniel Diniz,W,2x0,World Champ.,76,R1,2022,1.0,2.0
Lucas Valente,Marcelo Fausto,W,4x2,World Champ.,76,8F,2022,1.0,2.0
Lucas Valente,Leo Silva,W,4x2,World Champ.,76,4F,2022,1.0,2.0
Lucas Valente,Stephen Fritz,W,Shin lock,Nashville NGO,73,4F,2022,0.0,
Lucas Valente,Cody Orisson,W,11x2,Nashville NGO,73,SF,2022,1.0,9.0
Lucas Silva,Nick Salles,L,9x0,Atlanta WO,76,4F,2022,1.0,9.0
Lucas Silva,Pablo Lavaselli,L,4x4,Austin SMNGO,73,SF,2022,1.0,0.0
Lucas Silva,Felipe Cesar,L,Referee Decision,Houston FNGO,ABS,4F,2022,0.0,
Lucas Silva,Francisco Cuneo,L,Referee Decision,Waco NGO,ABS,SF,2022,0.0,
Lucas Silva,Carlos Mejia,W,Submission,Waco NGO,73,SF,2022,0.0,
Lucas Silva,Jackson Douglas,W,Armbar,Waco NGO,ABS,4F,2022,0.0,
Lucas Norat,Augusto Mendonca,W,16x0,Boise Open,100,SF,2022,1.0,16.0
Luis Oliveira Cantareira,Marcus Ribeiro,L,Armbar,Floripa WO,ABS,SF,2022,0.0,
Luis Oliveira Cantareira,Pedro Machado,L,3x0,Grand Slam RJ,94,RPC,2022,1.0,3.0
Luis Oliveira Cantareira,Gabriel Henrique,L,6x4,SP Open,ABS,SF,2022,1.0,2.0
Luis Oliveira Cantareira,Sebastiao Bruno,W,Choke from back,Floripa WO,ABS,R1,2022,0.0,
Luis Oliveira Cantareira,Cleyton Flores,W,13x0,Floripa WO,ABS,4F,2022,1.0,13.0
Luis Oliveira Cantareira,Max Reis,W,2x0,Grand Slam RJ,94,R1,2022,1.0,2.0
Luis Oliveira Cantareira,Marcos Carrozzino,W,9x0,Grand Slam RJ,94,4F,2022,1.0,9.0
Luis Oliveira Cantareira,Gabriel Neto,W,RNC,SP Open,100,SF,2022,0.0,
Luis Oliveira Cantareira,Cleyton Flores,W,Choke from back,SP Open,100,F,2022,0.0,
Luis Oliveira Cantareira,Lucas Gualberto,W,Triangle,SP Open,ABS,R1,2022,0.0,
Luis Oliveira Cantareira,Gabriel Queiroz,W,Armbar,SP Open,ABS,4F,2022,0.0,
Luis Oliveira Cantareira,Davi Souza,W,2x2,Rio BJJ Pro,120,SF,2022,1.0,0.0
Luis Oliveira Cantareira,Matheus Marques,W,10x0,Rio BJJ Pro,120,F,2022,1.0,10.0
Luis Oliveira Cantareira,Pablo Campos,W,14x0,South American,100,4F,2022,1.0,14.0
Luis Oliveira Cantareira,Vinicius Lessa,W,2x0,South American,100,SF,2022,1.0,2.0
Luis Oliveira Cantareira,Rafael Message,W,6x2,Balneario Open,100,SF,2022,1.0,4.0
Luis Oliveira Cantareira,Hiago Amaral,W,Arm in Ezekiel,Balneario Open,ABS,SF,2022,0.0,
Luis Oliveira Cantareira,Marcus Ruiz,W,4x4,Balneario Open,ABS,F,2022,1.0,0.0
Luis Oliveira Cantareira,Harryson Pereira,W,9x0,Balneario Open,100,F,2022,1.0,9.0
Luiz Paulo,Lucas Protasio,L,3x3,Grand Slam LDN,77,SF,2022,1.0,0.0
Luiz Paulo,Luiz Santos,L,DQ,Brasileiro,76,SF,2022,0.0,
Luiz Paulo,Lucas Protasio,L,1x1,Grand Slam RJ,77,F,2022,1.0,0.0
Luiz Paulo,Meyram Maquine,L,0x0,BJJ Stars,76,SF,2022,1.0,0.0
Luiz Paulo,Victor Nithael,L,6x5,WP Qualifier,77,4F,2022,1.0,1.0
Luiz Paulo,Marcelo Fausto,W,2x1,Grand Slam LDN,77,4F,2022,1.0,1.0
Luiz Paulo,Adrian Sozisz,W,4x2,Grand Slam LDN,77,RPC,2022,1.0,2.0
Luiz Paulo,Marcelo Fausto,W,Referee Decision,Grand Slam LDN,77,3RD,2022,0.0,
Luiz Paulo,Leo Domingos,W,,Brasileiro,76,R1,2022,0.0,
Luiz Paulo,Lucas Valente,W,6x0,Brasileiro,76,4F,2022,1.0,6.0
Luiz Paulo,Nathan Orchard,D,---,Polaris 20,ABS,RR,2022,0.0,
Luiz Paulo,Nathan Orchard,D,---,Polaris 20,ABS,RR,2022,0.0,
