Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year,Decided by Points,Point Diff
Luiz Paulo,Jon Blank,D,---,Polaris 20,ABS,RR,2022,0.0,
Luiz Paulo,Jon Blank,D,---,Polaris 20,ABS,RR,2022,0.0,
Luiz Paulo,Liam Alpang,W,Armbar,Honor Challenge,85,SPF,2022,0.0,
Luiz Paulo,Lucas Dario,W,6x0,Grand Slam RJ,77,R2,2022,1.0,6.0
Luiz Paulo,Elder Junior,W,13x8,Grand Slam RJ,77,8F,2022,1.0,5.0
Luiz Paulo,Yan Lucas,W,Referee Decision,Grand Slam RJ,77,SF,2022,0.0,
Luiz Paulo,Marlus Salgado,W,2x2,North BRA Pro,77,SF,2022,1.0,0.0
Luiz Paulo,Pablo Lavaselli,W,0x0,BJJ Stars,76,4F,2022,1.0,0.0
Luiz Paulo,Marco Aurelio,W,Submission,WP Qualifier,77,R1,2022,0.0,
Mica Galvao,Carlos Andrade,W,Ezekiel,Curitiba Open,82,F,2022,0.0,
Malachi Edmond,Lucas Pinheiro,L,Choke from back,Pan American,64,4F,2022,0.0,
Malachi Edmond,Jordan Vaisman,L,Botinha,World Champ.,64,8F,2022,0.0,
Malachi Edmond,Bebeto Oliveira,L,2x2,Atlanta FO,64,F,2022,1.0,0.0
Malachi Edmond,Wesley Santos,W,8x8,Pan American,64,R2,2022,1.0,0.0
Malachi Edmond,Isaias Higino,W,Points,Orlando SMO,64,SF,2022,1.0,
Malachi Edmond,Aidan Collins,W,Cross choke,Atlanta FO,64,SF,2022,0.0,
Mateus Rodrigues,Sean Coates,L,Triangle,World Champ.,88,R1,2022,0.0,
Mateus Rodrigues,Sergio Rios,L,Clock choke,Phoenix Open,88,F,2022,0.0,
Mateus Rodrigues,Rafael Feitosa,L,2x2,Santa Cruz Open,88,F,2022,1.0,0.0
Mateus Rodrigues,Rafael Anjos,L,Referee Decision,Nashville Open,94,F,2022,0.0,
Mateus Rodrigues,Angel Cicero,W,6x0,Oklahoma Open,88,F,2022,1.0,6.0
Mateus Rodrigues,Rafael Anjos,W,Choke from back,LA Open,88,4F,2022,0.0,
Mateus Rodrigues,Gabriel Almeida,W,0x0,LA Open,88,F,2022,1.0,0.0
Mateus Rodrigues,Anaue Pavanello,W,4x2,Santa Cruz Open,88,SF,2022,1.0,2.0
Mateus Rodrigues,Clay Mayfield,W,2x0,Nashville Open,94,SF,2022,1.0,2.0
Mateus Rodrigues,Clay Mayfield,W,16x0,Nashville Open,ABS,4F,2022,1.0,16.0
Mateus Rodrigues,Lucas Brito,W,4x2,Nashville Open,ABS,SF,2022,1.0,2.0
Mateus Rodrigues,Chris Passarrello,W,14x0,Nashville Open,ABS,F,2022,1.0,14.0
Matheus Costa,Uilton Moreira,L,No arm triangle,Rio WO,88,4F,2022,0.0,
Matheus Diniz,Rider Zuchi,L,4x2,World Champ.,94,4F,2022,1.0,2.0
Matheus Diniz,Jeferson Guaresi,W,Referee Decision,Charleston Open,94,SF,2022,0.0,
Matheus Diniz,Lucas Lisboa,W,0x0,Charleston Open,94,F,2022,1.0,0.0
Matheus Diniz,Lucas Lisboa,W,Choke from back,Pan American,94,R1,2022,0.0,
Matheus Diniz,Adam Wardzinski,W,3x0,Pan American,94,4F,2022,1.0,3.0
Matheus Diniz,Pedro Machado,W,0x0,Pan American,94,SF,2022,1.0,0.0
Matheus Felipe,Yatan Bueno,L,2x0,European Open,100,4F,2022,1.0,2.0
Matheus Felipe,Fellipe Andrew,L,Triangle,European Open,ABS,SF,2022,0.0,
Matheus Felipe,Bjorn Wallat,L,Referee Decision,Grand Slam LDN,120,4F,2022,0.0,
Matheus Felipe,Wesley Caixet,W,2x0,European Open,100,R1,2022,1.0,2.0
Matheus Felipe,M. Bayraktar,W,17x0,European Open,ABS,R1,2022,1.0,17.0
Matheus Felipe,Shane Fishman,W,13x0,European Open,ABS,4F,2022,1.0,13.0
Matheus Felipe,Andrzej Iwat,W,3x1,Grand Slam LDN,120,RPC,2022,1.0,2.0
Matheus Felipe,Bjorn Wallat,W,Submission,Grand Slam LDN,120,3RD,2022,0.0,
Matheus Gabriel,Mica Galvao,L,4x2,World Champ.,76,4F,2022,1.0,2.0
Matheus Gabriel,Kade Ruotolo,L,Referee Decision,One FC,77,SPF,2022,0.0,
Matheus Gabriel,Arthur Detanico,W,Armbar,Houston Open,76,SF,2022,0.0,
Matheus Gabriel,Fabricio Barbarotti,W,Armbar,Houston Open,76,F,2022,0.0,
Matheus Gabriel,Alef Brito,W,2x0,World Champ.,76,8F,2022,1.0,2.0
Matheus Gabriel,Carlos Mejia,W,Triangle,Austin SMO,76,SF,2022,0.0,
Matheus Gabriel,Pablo Lavaselli,W,50/50 armbar,Austin SMO,76,F,2022,0.0,
Matheus Gabriel,Lucas Wilhan,W,Armbar,Austin SMNGO,79,F,2022,0.0,
Matheus Gabriel,Wallison Oliveira,W,Armbar,BJJ Stars,76,4F,2022,0.0,
Matheus Gabriel,Israel Sousa,W,4x2,BJJ Stars,76,SF,2022,1.0,2.0
Matheus Gabriel,Meyram Maquine,W,2x0,BJJ Stars,76,F,2022,1.0,2.0
Matheus Godoy,Andy Murasaki,L,Armbar,Atlanta WO,ABS,4F,2022,0.0,
Matheus Godoy,Guilherme Rocha,L,Referee Decision,Miami WO,ABS,4F,2022,0.0,
Matheus Godoy,Rider Zuchi,L,Armbar,Pan American,94,R2,2022,0.0,
Matheus Godoy,Enderson Dias,L,Points,Atlanta SPO,94,F,2022,1.0,
Matheus Godoy,Fellipe Andrew,L,Katagatame,Grand Slam MIA,94,SF,2022,0.0,
Matheus Godoy,Italo Costa,L,2x1,Grand Slam MIA,94,RPC,2022,1.0,1.0
Matheus Godoy,Lucas Lisboa,L,Armbar,Miami FO,94,F,2022,0.0,
Matheus Godoy,Eric Schlosser,L,,Orlando SMO,100,F,2022,0.0,
Matheus Godoy,Jae McIntosh,W,Guillotine,Atlanta WO,94,SF,2022,0.0,
Matheus Godoy,Kristof Szucs,W,Referee Decision,Atlanta WO,94,F,2022,0.0,
Matheus Godoy,Thiago Andrade,W,Choke from back,Pan American,94,R1,2022,0.0,
Matheus Godoy,Thiago Saldanha,W,2x0,Atlanta SPO,94,SF,2022,1.0,2.0
Matheus Godoy,Marlon Tanaka,W,4x4,World Champ.,94,R1,2022,1.0,0.0
Matheus Godoy,Steve Johnson,W,Loop choke,Miami WO,100,F,2022,0.0,
Matheus Godoy,Andre Porfirio,W,5x4,Grand Slam MIA,94,4F,2022,1.0,1.0
Matheus Spirandeli,Bruno Lima,L,0x0,European Open,88,SF,2022,1.0,0.0
Matheus Spirandeli,Isaque Bahiense,L,Referee Decision,World Champ.,88,4F,2022,0.0,
Matheus Gabriel,Max Danrley,W,Armlock,Houston Open,76,4F,2022,0.0,
Matheus Spirandeli,Taylor Pearman,W,7x0,European Open,88,R2,2022,1.0,7.0
Matheus Spirandeli,Jamie Paxman,W,Armbar,European Open,88,4F,2022,0.0,
Matheus Spirandeli,Felipe Silva,W,Katagatame,Brasileiro,88,4F,2022,0.0,
Matheus Spirandeli,Wellington Luis,W,Choke from back,Brasileiro,88,SF,2022,0.0,
Matheus Spirandeli,Rafael Paganini,W,Triangle,Brasileiro,88,F,2022,0.0,
Matheus Spirandeli,Thiago Andrade,W,Choke from back,World Champ.,88,R1,2022,0.0,
Matheus Spirandeli,Sean Coates,W,Triangle,World Champ.,88,8F,2022,0.0,
Matheus Lima,Leonardo Mario,L,Triangle kimura,Grand Slam RJ,62,F,2022,0.0,
Matheus Lima,Allan Teixeira,W,Armbar,Belem Pro,62,4F,2022,0.0,
Matheus Lima,Matheus Silva,W,5x2,Belem Pro,62,SF,2022,1.0,3.0
Matheus Lima,Jose Neto,W,6x4,Belem Pro,62,F,2022,1.0,2.0
Matheus Lima,Jorge Nakamura,W,Triangle armlock,Grand Slam RJ,62,R1,2022,0.0,
Matheus Lima,Jean Gomes,W,Choke from back,Grand Slam RJ,62,4F,2022,0.0,
Matheus Lima,Jhonathan Ang.,W,6x3,Grand Slam RJ,62,SF,2022,1.0,3.0
Matheus Lima,Gabriel Machado,W,Armbar,South American,70,R1,2022,0.0,
Matheus Lima,Bernardo Oliveira,W,Armbar,South American,70,4F,2022,0.0,
Matheus Lima,Joao Oliveira,W,Armbar,South American,70,SF,2022,0.0,
Matheus Lima,Artur Oliveira,W,Armbar,South American,70,F,2022,0.0,
Matheus Lima,Carlos Geovani,W,Armbar,Brasilia Open,70,SF,2022,0.0,
Matheus Lima,Marcos Froede,W,Armbar,Brasilia Open,70,F,2022,0.0,
Matheus Luna,Wallace Costa,L,0x0,Pan American,ABS,R2,2022,1.0,0.0
Matheus Luna,Yan Lucas,L,2x2,Pan American,88,4F,2022,1.0,0.0
Matheus Luna,Joao Cizeski,L,Points,Nashville Open,88,SF,2022,1.0,
Matheus Luna,Alexander Trans,L,9x0,Nashville Open,ABS,SF,2022,1.0,9.0
Matheus Luna,Austin Oranday,L,,Nashville NGO,ABS,SF,2022,0.0,
Matheus Luna,Bruno Lima,L,DQ,World Champ.,88,8F,2022,0.0,
Matheus Luna,Marcos Tanaka,W,Katagatame,Pan American,ABS,R1,2022,0.0,
Matheus Luna,Alexandre Santos,W,Choke from back,Pan American,88,R1,2022,0.0,
Matheus Luna,Thomas Bracher,W,Points,Nashville Open,ABS,4F,2022,1.0,
Matias Estevez,Yuta Shimada,L,Referee Decision,Indianapolis Open,70,SF,2022,0.0,
Matias Estevez,Wilhiam Mateus,L,5x2,Brasileiro,70,4F,2022,1.0,3.0
Matias Estevez,Pablo Lavaselli,L,2x0,World Pro,69,SF,2022,1.0,2.0
Matias Estevez,Rene Lopez,W,Armbar,Dallas Open,70,4F,2022,0.0,
Matias Estevez,Ismael Santos,W,4x2,Dallas Open,70,SF,2022,1.0,2.0
Matias Estevez,Alef Lopez,W,Triangle,Dallas Open,70,F,2022,0.0,
Matias Estevez,Charles Murdoch,W,Violin armlock,Indianapolis Open,70,4F,2022,0.0,
Matias Estevez,Antonio Casarez,W,Choke from back,Charleston Open,70,4F,2022,0.0,
Matias Estevez,Emilio Hernandez,W,2x2,Charleston Open,70,SF,2022,1.0,0.0
Matias Estevez,Yuta Shimada,W,Referee Decision,Charleston Open,70,F,2022,0.0,
Matias Estevez,Gabriel Neves,W,Omoplata,SA Cont. Pro,69,R1,2022,0.0,
Matias Estevez,Marlus Salgado,W,5x4,SA Cont. Pro,69,4F,2022,1.0,1.0
Matias Estevez,Daniel Lima,W,Kimura,SA Cont. Pro,69,SF,2022,0.0,
Matias Estevez,Rommel Fernandes,W,Botinha,SA Cont. Pro,69,F,2022,0.0,
Matias Estevez,Antonio Buchwald,W,7x6,World Pro,69,R1,2022,1.0,1.0
Matias Estevez,Youngseung Cho,W,9x5,World Pro,69,4F,2022,1.0,4.0
Matias Estevez,Ariel Tabak,W,2x0,World Pro,69,RPC,2022,1.0,2.0
Matias Estevez,Viki Dabush,W,Submission,World Pro,69,3RD,2022,0.0,
Matheus Godoy,Justin Primrose,W,,Orlando SMO,100,SF,2022,0.0,
Matt Leighton,Marcos Carrozzino,L,,Indianapolis Open,100,F,2022,0.0,
Marcelo Fausto,Espen Mathiesen,L,4x4,European Open,76,F,2022,1.0,0.0
Marcelo Fausto,Luiz Paulo,L,2x1,Grand Slam LDN,77,4F,2022,1.0,1.0
Marcelo Fausto,Luiz Paulo,L,Referee Decision,Grand Slam LDN,77,3RD,2022,0.0,
Marcelo Fausto,Hugo Marques,L,8x4,Pan American,76,R2,2022,1.0,4.0
Marcelo Fausto,Lucas Valente,L,4x2,World Champ.,76,8F,2022,1.0,2.0
Marcelo Fausto,Hunter Colvin,D,---,Polaris 20,ABS,RR,2022,0.0,
Marcelo Fausto,Romao Carvalho,L,Submission,ACB World NG,75,F,2022,0.0,
Marcelo Fausto,Dinu Bucalet,W,Choke,All Stars,,,2022,0.0,
Marcelo Fausto,Rafael Colonhese,W,Katagatame,All Stars,,,2022,0.0,
Marcelo Fausto,Josh williams,W,Armbar,All Stars,,,2022,0.0,
Marcelo Fausto,Ashley Williams,W,Points,All Stars,,,2022,1.0,
Marcelo Fausto,Janis Riekstins,W,Points,All Stars,,,2022,1.0,
Marcelo Fausto,Tomas Tovey,W,Botinha,All Stars,,,2022,0.0,
Marcelo Fausto,Dinu Bucalet,W,Choke from back,European Open,76,4F,2022,0.0,
Marcelo Fausto,Igor Feliz,W,2x0,European Open,76,SF,2022,1.0,2.0
Marcelo Fausto,Antonio Silva,W,Choke from back,Grand Slam LDN,77,R1,2022,0.0,
Marcelo Fausto,Natan Chueng,W,4x2,Grand Slam LDN,77,RPC,2022,1.0,2.0
Marcelo Fausto,Geo Martinez,D,---,Polaris 20,ABS,RR,2022,0.0,
Marcelo Fausto,Nick Ronan,D,---,Polaris 20,ABS,RR,2022,0.0,
Marcelo Fausto,Mikhail Vasilenko,W,Submission,ACB World NG,75,SF,2022,0.0,
Marcelo Fausto,Artur Prokopev,W,Submission,ACB World NG,LWA,4F,2022,0.0,
Marcelo Fausto,Abubakar Khadaev,W,Submission,ACB World NG,LWA,SF,2022,0.0,
Marcelo Fausto,Romao Carvalho,W,Submission,ACB World NG,LWA,F,2022,0.0,
Mica Galvao,Sergio Soares,W,Ezekiel,World Champ.,76,8F,2022,0.0,
Marcelo Gomide,Austin Baker,L,Choke from back,LA Open,100,F,2022,0.0,
Marcelo Gomide,Gabriel Lessa,L,9x2,Rio Fall Open,100,SF,2022,1.0,7.0
Marcelo Gomide,Fellipe Andrew,L,Katagatame,Brasileiro,100,4F,2022,0.0,
Marcelo Gomide,Joao Rangel,L,2x2,Betim NGO,97,F,2022,1.0,0.0
Marcelo Gomide,Ariel Tabak,L,Points,Pan Pacific,ABS,F,2022,1.0,
Marcelo Gomide,Pedro Elias,L,2x0,Betim Open,100,F,2022,1.0,2.0
Marcelo Gomide,Thiago Andrade,W,0x0,LA Open,100,SF,2022,1.0,0.0
Marcelo Gomide,Antonio Zuazo,W,4x0,LA NGO,97,SF,2022,1.0,4.0
Marcelo Gomide,Dominique Bell,W,Referee Decision,LA NGO,ABS,4F,2022,0.0,
Marcelo Gomide,Jackson Douglas,W,Injury,LA NGO,ABS,SF,2022,0.0,
Marcelo Gomide,Augusto Cesar,W,Choke from back,Rio Fall Open,100,4F,2022,0.0,
Marcelo Gomide,Leonardo Andrade,W,0x0,Brasileiro,100,R1,2022,1.0,0.0
Marcelo Gomide,Matheus Marques,W,12x0,Betim Open,ABS,R1,2022,1.0,12.0
Marcelo Gomide,Icaro Vidal,W,0x0,Betim Open,ABS,4F,2022,1.0,0.0
Marcelo Gomide,Cleyton Flores,W,2x2,Betim Open,ABS,SF,2022,1.0,0.0
Marcelo Gomide,Gabriel Henrique,W,0x0,Betim Open,ABS,F,2022,1.0,0.0
Marcelo Gomide,Joao Freitas,W,RNC,Betim NGO,97,SF,2022,0.0,
Marcelo Gomide,Anton Mikenko,W,Points,Pan Pacific,100,F,2022,1.0,
Marcelo Gomide,Wanki Chae,W,Points,Pan Pacific,ABS,4F,2022,1.0,
Natan Chueng,Carlos Faveta,W,Ezekiel,Rio SMO,82,R1,2022,0.0,
Marcelo Gomide,Murilo Amaral,W,Adv,Pan Pacific,ABS,SF,2022,0.0,
Marcelo Fausto,AJ Agazarm,W,Choke from back,European Open,76,R1,2022,0.0,
Marcio Andre,Krysztof Suchora,W,Bow and arrow,European Open,76,R1,2022,0.0,
Marcio Andre,Max Lindblad,W,Choke from back,European Open,76,4F,2022,0.0,
Marcio Andre,M. Khatchikian,W,Triangle armbar,Phoenix Open,82,SF,2022,0.0,
Marcio Andre,Daniel Diniz,W,Choke from back,Phoenix Open,82,F,2022,0.0,
Gabriel Henrique Oliveira,Otavio Nalati,L,Bread cutter,Rio WO,ABS,SF,2022,0.0,
Marcos Martins,Davi Souza,L,Referee Decision,Salvador Open,ABS,SF,2022,0.0,
Marcos Martins,Jansen Gomes,L,Referee Decision,BJJ Stars,88,SPF,2022,0.0,
Marcos Martins,Lucas Protasio,W,Guillotine,BJJ Stars,88,SPF,2022,0.0,
Marcos Martins,Jose Neto,W,Triangle,Salvador Open,88,4F,2022,0.0,
Marcos Martins,Sebastiao Batista,W,North south choke,Salvador Open,88,SF,2022,0.0,
Marcos Martins,Eduardo Macedo,W,11x4,Salvador Open,88,F,2022,1.0,7.0
Marcos Martins,Breno Guimaraes,W,Choke from back,Salvador Open,ABS,R1,2022,0.0,
Marcos Martins,Sergio Diniz,W,Armbar,Salvador Open,ABS,4F,2022,0.0,
Marcelo Gomide,Kelvin Cruz,W,Choke from back,Betim Open,100,SF,2022,0.0,
Marcos Tinoco,Bradley Hill,L,Choke from back,Grand Slam LDN,85,8F,2022,0.0,
Marcos Tinoco,Manuel Ribamar,L,4x0,Grand Slam MIA,85,SF,2022,1.0,4.0
Marcos Tinoco,Enderson Dias,L,4x3,Grand Slam MIA,85,RPC,2022,1.0,1.0
Marcos Tinoco,Pedro Cadete,W,7x4,Grand Slam MIA,85,4F,2022,1.0,3.0
Marcus Beddor,Huthayfah Penney,L,6x2,Pan American,64,R2,2022,1.0,4.0
Marcus Beddor,Rene Lopez,L,4x4,Chicago SMO,64,SF,2022,1.0,0.0
Marcus Beddor,Bebeto Oliveira,L,6x4,Atlanta FO,64,SF,2022,1.0,2.0
Marcus Beddor,Bebeto Oliveira,L,Triangle,Atlanta FNGO,61,F,2022,0.0,
Marcus Phelan,Isaac Doederlein,L,Choke from back,European Open,70,4F,2022,0.0,
Marcus Phelan,Romao Carvalho,L,1x0,Grand Slam LDN,69,R1,2022,1.0,1.0
Marcus Phelan,Jakub Najdek,L,Points,Dublin NGO,79,SF,2022,1.0,
Marcus Phelan,Fabricio Andrey,L,2x0,World Champ.,70,8F,2022,1.0,2.0
Marcus Phelan,Elijah Dorsey,L,Armbar,Orlando SMO,76,SF,2022,0.0,
Marcus Phelan,Lucas Rodrigues,L,Triangle,European NG,73,SF,2022,0.0,
Marcus Phelan,Rhys Price,W,Choke from back,European Open,70,R1,2022,0.0,
Marcus Phelan,Sam Sam,W,12x0,BRUM Pro,77,F,2022,1.0,12.0
Marcus Phelan,Mark Gallivan,W,Submission,Grappling Ind.,ABS,RR,2022,0.0,
Marcus Phelan,Jordan Scully,W,Submission,Grappling Ind.,ABS,RR,2022,0.0,
Marcus Phelan,Darragh Higgins,W,Submission,Grappling Ind.,ABS,RR,2022,0.0,
Marcus Phelan,Fraser Clarke,W,Submission,Grappling Ind.,ABS,RR,2022,0.0,
Marcus Phelan,M. Kaczmarek,W,Submission,Grappling Ind.,ABS,RR,2022,0.0,
Marcus Phelan,Haidar Abbas,W,Points,Dublin Open,76,SF,2022,1.0,
Marcus Phelan,Manuel Aguilar,W,14x0,Orlando SMO,76,4F,2022,1.0,14.0
Marcus Phelan,Christian Cevallos,W,9x0,Orlando SMNGO,73,4F,2022,1.0,9.0
Marcus Phelan,Mauricio Gomez,W,9x0,Orlando SMNGO,73,SF,2022,1.0,9.0
Marcus Phelan,Riku Hapulathi,W,RNC,European NG,73,R1,2022,0.0,
Marcus Phelan,Tomoshigue Sera,W,Points,European NG,73,4F,2022,1.0,
Marcus Phelan,Rotem Belker,W,,Dublin NGO,73,F,2022,0.0,
Marcus Ribeiro,Nicholas Meregali,L,Loop choke,Brasileiro,100,SF,2022,0.0,
Marcus Ribeiro,Yatan Bueno,L,5x0,Grand Slam RJ,120,F,2022,1.0,5.0
Marcus Ribeiro,Erich Munis,L,Triangle,World Champ.,100,SF,2022,0.0,
Marcus Ribeiro,Tyrone Goncalves,W,Choke from back,Sul Brasileiro,ABS,4F,2022,0.0,
Marcus Ribeiro,Rider Zuchi,W,RNC,Sul Brasileiro,ABS,SF,2022,0.0,
Marcus Ribeiro,Clay Mayfield,W,Points,Pan American,ABS,R2,2022,1.0,
Marcus Ribeiro,Marcos Carrozzino,W,Cross choke,Pan American,100,R1,2022,0.0,
Marcus Ribeiro,Cleyton Flores,W,15x0,Brasileiro,ABS,R1,2022,1.0,15.0
Marcus Ribeiro,Rafael Paganini,W,0x0,Brasileiro,ABS,4F,2022,1.0,0.0
Marcus Ribeiro,Diogo Nascimento,W,4x0,Brasileiro,ABS,SF,2022,1.0,4.0
Marcus Ribeiro,Devhonte Johnson,W,Choke from back,Pan American,100,4F,2022,0.0,
Marcus Ribeiro,Wildemar Souza,W,Referee Decision,Brasileiro,100,4F,2022,0.0,
Marcus Ribeiro,Lucasz Michalec,W,Choke from back,World Champ.,100,8F,2022,0.0,
Marcus Ribeiro,Devhonte Johnson,W,6x2,World Champ.,100,4F,2022,1.0,4.0
Marcus Ribeiro,Gabriel Azevedo,W,Armbar,Floripa WO,ABS,R1,2022,0.0,
Marcus Ribeiro,Miguel Curi,W,Referee Decision,Floripa WO,ABS,4F,2022,0.0,
Marcus Ribeiro,Luis Oliveira,W,Armbar,Floripa WO,ABS,SF,2022,0.0,
Marcus Ribeiro,Gabriel Henrique,W,7x0,Floripa WO,ABS,F,2022,1.0,7.0
Marcus Ribeiro,Diego Cardoso,W,Choke from back,Grand Slam RJ,120,R1,2022,0.0,
Marcus Ribeiro,Felipe Bezerra,W,Choke from back,Grand Slam RJ,120,8F,2022,0.0,
Marcus Ribeiro,Pedro Elias,W,3x0,Grand Slam RJ,120,4F,2022,1.0,3.0
Marcus Ribeiro,Wallace Costa,W,1x0,Grand Slam RJ,120,SF,2022,1.0,1.0
Marcus Ribeiro,Guilherme Gruber,W,Paper cutter choke,Curitiba SPO,100,SF,2022,0.0,
Marcus Ribeiro,Henrique Eyrof,W,Armbar,Curitiba SPO,100,F,2022,0.0,
Marcus Ribeiro,Vital Neto,W,Armbar,Curitiba SPO,ABS,SF,2022,0.0,
Marcus Ribeiro,Pedro Henrik,W,Choke from back,Curitiba SPO,ABS,F,2022,0.0,
Marcus Ribeiro,Henrique Eyroff,W,Mounted X choke,Floripa WO,100,SF,2022,0.0,
Mariana Rolszt,Jessica Caroline,L,0x0,Rio SMO,ABS,SF,2022,1.0,0.0
Mariana Rolszt,Mayssa Bastos,L,Choke from back,Brasileiro,49,F,2022,0.0,
Mariana Rolszt,Jhenifer Aquino,L,Referee Decision,World Champ.,49,4F,2022,0.0,
Mariana Rolszt,Amy Campo,L,,American NGN,ABS,SF,2022,0.0,
Mariana Rolszt,Rawanna Dasilva,L,1x0,Grand Slam MIA,49,4F,2022,1.0,1.0
Mariana Rolszt,Duda Tozoni,L,Triangle armbar,Grand Slam MIA,49,RPC,2022,0.0,
Mariana Rolszt,Jhenifer Aquino,L,Kimura,NoGi Worlds,46,SF,2022,0.0,
Mariana Rolszt,Gessica Fhong,W,Choke from back,Rio SMO,ABS,4F,2022,0.0,
Mariana Rolszt,Thais Loureiro,W,Armbar,BJJ Stars,49,SPF,2022,0.0,
Mariana Rolszt,Thais Loureiro,W,0x0,Brasileiro,49,SF,2022,1.0,0.0
Mariana Rolszt,Nora Mora,W,Armbar,F2W 209,,SPF,2022,0.0,
Mariana Rolszt,Iori Echigo,W,4x0,JJ Con,49,F,2022,1.0,4.0
Margot Ciccarelli,Nathalie Ribeiro,L,0x0,European Open,64,SF,2022,1.0,0.0
Margot Ciccarelli,Ffion Davies,L,Armbar,Pan American,64,SF,2022,0.0,
Margot Ciccarelli,Ffion Davies,L,7x0,World Champ.,64,SF,2022,1.0,7.0
Margot Ciccarelli,Ashley Bendle,W,Referee Decision,Polaris 19,65,SPF,2022,0.0,
Margot Ciccarelli,Fernanda Figueiredo,W,0x0,Pan American,64,4F,2022,1.0,0.0
Margot Ciccarelli,Ashley Nicole,W,27x0,Atlanta SPO,64,SF,2022,1.0,27.0
Margot Ciccarelli,Hope Douglass,W,Referee Decision,Atlanta SPO,64,F,2022,0.0,
Margot Ciccarelli,Erin Johnson,W,14x0,World Champ.,64,8F,2022,1.0,14.0
Margot Ciccarelli,Luciane Santos,W,4x0,World Champ.,64,4F,2022,1.0,4.0
Marcus Phelan,Ricky Semiglia,W,Armlock,Orlando SMNGO,73,F,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",Gabriela Fechter,L,0x0,Sul Brasileiro,53,F,2022,1.0,0.0
"Maria Eduarda ""Duda"" Tozoni",Mayssa Bastos,L,Choke from back,European Open,53,SF,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",Jessica Caroline,L,2x2,Curitiba Open,53,F,2022,1.0,0.0
"Maria Eduarda ""Duda"" Tozoni",Fernanda Mazzelli,L,Americana,Curitiba Open,ABS,4F,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",Mayssa Bastos,L,11x0,Brasileiro,49,SF,2022,1.0,11.0
"Maria Eduarda ""Duda"" Tozoni",Jessica Caroline,L,9x7,Grand Slam RJ,49,4F,2022,1.0,2.0
"Maria Eduarda ""Duda"" Tozoni",Thamires Aquino,L,5x4,Grand Slam MIA,49,SF,2022,1.0,1.0
"Maria Eduarda ""Duda"" Tozoni",Jessica Caroline,L,Botinha,WP Qualifier,49,RR,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",Diana Teixeira,L,Points,WP Qualifier,49,RR,2022,1.0,
"Maria Eduarda ""Duda"" Tozoni",Thauany Xavier,W,4x4,Sul Brasileiro,53,SF,2022,1.0,0.0
"Maria Eduarda ""Duda"" Tozoni",Jazmin Hamuy,W,Triangle armbar,SA Cont. Pro,49,RR,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",B. Silva,W,5x2,SA Cont. Pro,49,RR,2022,1.0,3.0
"Maria Eduarda ""Duda"" Tozoni",Sandra Ximena,W,Armbar,Grand Slam RJ,49,R1,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",Julia Balmante,W,2x0,Grand Slam RJ,49,SPF,2022,1.0,2.0
"Maria Eduarda ""Duda"" Tozoni",Diana Teixeira,W,Choke from back,Grand Slam RJ,49,SPF,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",Maria Sousa,W,4x3,Grand Slam RJ,49,3RD,2022,1.0,1.0
"Maria Eduarda ""Duda"" Tozoni",Mariana Rolszt,W,Triangle armbar,Grand Slam MIA,49,RPC,2022,0.0,
"Maria Eduarda ""Duda"" Tozoni",Rawanna Dasilva,W,Triangle armbar,Grand Slam MIA,49,3RD,2022,0.0,
Mason Fowler,Mica Galvao,D,---,Polaris 20,ABS,RR,2022,0.0,
Mason Fowler,Chris Shahgholi,W,Triangle,RSC Promo.,,SPF,2022,0.0,
Mason Fowler,Gutemberg Pereira,W,Choke from back,Brasileiro,100,4F,2022,0.0,
Mason Fowler,Herico Hesley,W,Choke from back,Brasileiro,100,SF,2022,0.0,
Mason Fowler,Pedro Alex,W,Choke from back,Brasileiro,100,F,2022,0.0,
Mason Fowler,Kywan Gracie,W,Armbar,Polaris 20,ABS,RR,2022,0.0,
Mason Fowler,Fabricio Andrey,D,---,Polaris 20,ABS,RR,2022,0.0,
Mason Fowler,Igor Tanabe,D,---,Polaris 20,ABS,RR,2022,0.0,
Mason Fowler,Pat Shahgholi,W,Armbar,UFC Invitational,ABS,4F,2022,0.0,
Mason Fowler,Patrick Gaudio,W,Triangle,UFC Invitational,ABS,SF,2022,0.0,
Mason Fowler,Nick Griffith,W,EBI/OT,UFC Invitational,ABS,F,2022,0.0,
Mathias Luna,Helton Jose,L,0x0,N. Orleans Open,ABS,F,2022,1.0,0.0
Mathias Luna,Tainan Dalpra,L,Choke from back,LA Open,82,F,2022,0.0,
Mathias Luna,Fellipe Andrew,L,Points,LA Open,ABS,F,2022,1.0,
Mathias Luna,Jeferson Guaresi,L,Referee Decision,Pan American,82,SF,2022,0.0,
Mathias Luna,Sergio Rios,L,Points,Warrior Challenger,ABS,R1,2022,1.0,
Mathias Luna,Guthierry Barbosa,L,Points,SD Open,ABS,4F,2022,1.0,
